# Elements:
C	C(13)	H	H+	N	O	O(18)	S
	C					O	
12	13.003355	1.007825	1.007276	14.003074	15.994915	17.99916	31.97207

# Masses:
C	C(13)	H	H+	N	O	O(18)	S	Mass	Name
12	0	10	1	0	7	0	0	267.049931	C12H10O7 H+ 
13	0	14	1	0	6	0	0	267.086316	C13H14O6 H+ 
14	0	18	1	0	5	0	0	267.122701	C14H18O5 H+ 
15	0	22	1	0	4	0	0	267.159086	C15H22O4 H+ 
16	0	26	1	0	3	0	0	267.195471	C16H26O3 H+ 
20	0	26	1	0	0	0	0	267.210726	C20H26 H+ 
17	0	30	1	0	2	0	0	267.231856	C17H30O2 H+ 
18	0	34	1	0	1	0	0	267.268241	C18H34O H+ 
19	0	38	1	0	0	0	0	267.304626	C19H38 H+ 
11	0	9	1	1	7	0	0	268.04518	C11H9NO7 H+ 
12	0	13	1	1	6	0	0	268.081565	C12H13NO6 H+ 
13	0	17	1	1	5	0	0	268.11795	C13H17NO5 H+ 
14	0	21	1	1	4	0	0	268.154335	C14H21NO4 H+ 
15	0	25	1	1	3	0	0	268.19072	C15H25NO3 H+ 
16	0	29	1	1	2	0	0	268.227105	C16H29NO2 H+ 
17	0	33	1	1	1	0	0	268.26349	C17H33NO H+ 
15	0	41	1	1	2	0	0	268.321005	C15H41NO2 H+ 
19	0	8	1	0	2	0	0	269.059706	C19H8O2 H+ 
13	0	16	1	0	6	0	0	269.101966	C13H16O6 H+ 
14	0	20	1	0	5	0	0	269.138351	C14H20O5 H+ 
15	0	24	1	0	4	0	0	269.174736	C15H24O4 H+ 
16	0	28	1	0	3	0	0	269.211121	C16H28O3 H+ 
20	0	28	1	0	0	0	0	269.226376	C20H28 H+ 
17	0	32	1	0	2	0	0	269.247506	C17H32O2 H+ 
18	0	36	1	0	1	0	0	269.283891	C18H36O H+ 
12	0	15	1	1	6	0	0	270.097215	C12H15NO6 H+ 
13	0	19	1	1	5	0	0	270.1336	C13H19NO5 H+ 
14	0	23	1	1	4	0	0	270.169985	C14H23NO4 H+ 
15	0	27	1	1	3	0	0	270.20637	C15H27NO3 H+ 
16	0	31	1	1	2	0	0	270.242755	C16H31NO2 H+ 
17	0	35	1	1	1	0	0	270.27914	C17H35NO H+ 
11	0	10	1	0	8	0	0	271.044846	C11H10O8 H+ 
12	0	14	1	0	7	0	0	271.081231	C12H14O7 H+ 
13	0	18	1	0	6	0	0	271.117616	C13H18O6 H+ 
14	0	22	1	0	5	0	0	271.154001	C14H22O5 H+ 
15	0	26	1	0	4	0	0	271.190386	C15H26O4 H+ 
16	0	30	1	0	3	0	0	271.226771	C16H30O3 H+ 
20	0	30	1	0	0	0	0	271.242026	C20H30 H+ 
17	0	34	1	0	2	0	0	271.263156	C17H34O2 H+ 
18	0	38	1	0	1	0	0	271.299541	C18H38O H+ 
10	0	9	1	1	8	0	0	272.040095	C10H9NO8 H+ 
11	0	13	1	1	7	0	0	272.07648	C11H13NO7 H+ 
12	0	17	1	1	6	0	0	272.112865	C12H17NO6 H+ 
17	0	21	1	1	2	0	0	272.164505	C17H21NO2 H+ 
18	0	25	1	1	1	0	0	272.20089	C18H25NO H+ 
16	0	33	1	1	2	0	0	272.258405	C16H33NO2 H+ 
17	0	37	1	1	1	0	0	272.29479	C17H37NO H+ 
10	0	8	1	0	9	0	0	273.024111	C10H8O9 H+ 
18	0	8	1	0	3	0	0	273.054621	C18H8O3 H+ 
15	0	12	1	0	5	0	0	273.075751	C15H12O5 H+ 
16	0	16	1	0	4	0	0	273.112136	C16H16O4 H+ 
13	0	20	1	0	6	0	0	273.133266	C13H20O6 H+ 
17	0	20	1	0	3	0	0	273.148521	C17H20O3 H+ 
0	0	0	0	0	0	0	0	273.1749704	 
11	0	28	1	0	7	0	0	273.190781	C11H28O7 H+ 
19	0	28	1	0	1	0	0	273.221291	C19H28O H+ 
16	0	32	1	0	3	0	0	273.242421	C16H32O3 H+ 
20	0	32	1	0	0	0	0	273.257676	C20H32 H+ 
17	0	36	1	0	2	0	0	273.278806	C17H36O2 H+ 
11	0	15	1	1	7	0	0	274.09213	C11H15NO7 H+ 
12	0	19	1	1	6	0	0	274.128515	C12H19NO6 H+ 
20	0	19	1	1	0	0	0	274.159025	C20H19N H+ 
17	0	23	1	1	2	0	0	274.180155	C17H23NO2 H+ 
18	0	27	1	1	1	0	0	274.21654	C18H27NO H+ 
15	0	31	1	1	3	0	0	274.23767	C15H31NO3 H+ 
16	0	35	1	1	2	0	0	274.274055	C16H35NO2 H+ 
13	0	6	1	0	7	0	0	275.018631	C13H6O7 H+ 
10	0	10	1	0	9	0	0	275.039761	C10H10O9 H+ 
18	0	10	1	0	3	0	0	275.070271	C18H10O3 H+ 
19	0	14	1	0	2	0	0	275.106656	C19H14O2 H+ 
9	0	22	1	0	9	0	0	275.133661	C9H22O9 H+ 
17	0	22	1	0	3	0	0	275.164171	C17H22O3 H+ 
16	0	34	1	0	3	0	0	275.258071	C16H34O3 H+ 
15	0	17	1	1	4	0	0	276.123035	C15H17NO4 H+ 
12	0	21	1	1	6	0	0	276.144165	C12H21NO6 H+ 
20	0	21	1	1	0	0	0	276.174675	C20H21N H+ 
17	0	25	1	1	2	0	0	276.195805	C17H25NO2 H+ 
18	0	29	1	1	1	0	0	276.23219	C18H29NO H+ 
19	0	33	1	1	0	0	0	276.268575	C19H33N H+ 
14	0	12	1	0	6	0	0	277.070666	C14H12O6 H+ 
18	0	12	1	0	3	0	0	277.085921	C18H12O3 H+ 
12	0	20	1	0	7	0	0	277.128181	C12H20O7 H+ 
16	0	20	1	0	4	0	0	277.143436	C16H20O4 H+ 
17	0	24	1	0	3	0	0	277.179821	C17H24O3 H+ 
21	0	24	1	0	0	0	0	277.195076	C21H24 H+ 
18	0	28	1	0	2	0	0	277.216206	C18H28O2 H+ 
19	0	32	1	0	1	0	0	277.252591	C19H32O H+ 
20	0	36	1	0	0	0	0	277.288976	C20H36 H+ 
10	0	15	1	1	8	0	0	278.087045	C10H15NO8 H+ 
12	0	23	1	1	6	0	0	278.159815	C12H23NO6 H+ 
20	0	23	1	1	0	0	0	278.190325	C20H23N H+ 
17	0	27	1	1	2	0	0	278.211455	C17H27NO2 H+ 
18	0	31	1	1	1	0	0	278.24784	C18H31NO H+ 
19	0	35	1	1	0	0	0	278.284225	C19H35N H+ 
0	0	0	0	0	0	0	0	279.0959778	 
16	0	22	1	0	4	0	0	279.159086	C16H22O4 H+ 
18	0	30	1	0	2	0	0	279.231856	C18H30O2 H+ 
19	0	34	1	0	1	0	0	279.268241	C19H34O H+ 
20	0	38	1	0	0	0	0	279.304626	C20H38 H+ 
0	0	0	0	0	0	0	0	280.0990295	 
13	0	29	1	1	5	0	0	280.21185	C13H29NO5 H+ 
14	0	33	1	1	4	0	0	280.248235	C14H33NO4 H+ 
15	0	37	1	1	3	0	0	280.28462	C15H37NO3 H+ 
0	0	0	0	0	0	0	0	281.0994357	 
15	0	20	1	0	5	0	0	281.138351	C15H20O5 H+ 
16	0	24	1	0	4	0	0	281.174736	C16H24O4 H+ 
17	0	28	1	0	3	0	0	281.211121	C17H28O3 H+ 
18	0	32	1	0	2	0	0	281.247506	C18H32O2 H+ 
20	0	40	1	0	0	0	0	281.320276	C20H40 H+ 
19	0	7	1	1	2	0	0	282.054955	C19H7NO2 H+ 
0	0	0	0	0	0	0	0	282.10096	 
14	0	19	1	1	5	0	0	282.1336	C14H19NO5 H+ 
15	0	23	1	1	4	0	0	282.169985	C15H23NO4 H+ 
13	0	31	1	1	5	0	0	282.2275	C13H31NO5 H+ 
17	0	31	1	1	2	0	0	282.242755	C17H31NO2 H+ 
18	0	35	1	1	1	0	0	282.27914	C18H35NO H+ 
0	0	0	0	0	0	0	0	283.0344849	 
13	0	14	1	0	7	0	0	283.081231	C13H14O7 H+ 
14	0	18	1	0	6	0	0	283.117616	C14H18O6 H+ 
15	0	22	1	0	5	0	0	283.154001	C15H22O5 H+ 
16	0	26	1	0	4	0	0	283.190386	C16H26O4 H+ 
21	0	30	1	0	0	0	0	283.242026	C21H30 H+ 
18	0	34	1	0	2	0	0	283.263156	C18H34O2 H+ 
19	0	38	1	0	1	0	0	283.299541	C19H38O H+ 
0	0	0	0	0	0	0	0	284.0343628	 
19	0	9	1	1	2	0	0	284.070605	C19H9NO2 H+ 
20	0	13	1	1	1	0	0	284.10699	C20H13NO H+ 
14	0	21	1	1	5	0	0	284.14925	C14H21NO5 H+ 
16	0	29	1	1	3	0	0	284.22202	C16H29NO3 H+ 
17	0	33	1	1	2	0	0	284.258405	C17H33NO2 H+ 
18	0	37	1	1	1	0	0	284.29479	C18H37NO H+ 
0	0	0	0	0	0	0	0	284.9616699	 
11	0	8	1	0	9	0	0	285.024111	C11H8O9 H+ 
19	0	8	1	0	3	0	0	285.054621	C19H8O3 H+ 
13	0	16	1	0	7	0	0	285.096881	C13H16O7 H+ 
14	0	20	1	0	6	0	0	285.133266	C14H20O6 H+ 
15	0	24	1	0	5	0	0	285.169651	C15H24O5 H+ 
16	0	28	1	0	4	0	0	285.206036	C16H28O4 H+ 
17	0	32	1	0	3	0	0	285.242421	C17H32O3 H+ 
18	0	36	1	0	2	0	0	285.278806	C18H36O2 H+ 
12	0	15	1	1	7	0	0	286.09213	C12H15NO7 H+ 
20	0	15	1	1	1	0	0	286.12264	C20H15NO H+ 
17	0	19	1	1	3	0	0	286.14377	C17H19NO3 H+ 
11	0	27	1	1	7	0	0	286.18603	C11H27NO7 H+ 
16	0	31	1	1	3	0	0	286.23767	C16H31NO3 H+ 
17	0	35	1	1	2	0	0	286.274055	C17H35NO2 H+ 
18	0	39	1	1	1	0	0	286.31044	C18H39NO H+ 
0	0	0	0	0	0	0	0	286.9699097	 
11	0	10	1	0	9	0	0	287.039761	C11H10O9 H+ 
19	0	10	1	0	3	0	0	287.070271	C19H10O3 H+ 
16	0	14	1	0	5	0	0	287.091401	C16H14O5 H+ 
13	0	18	1	0	7	0	0	287.112531	C13H18O7 H+ 
14	0	22	1	0	6	0	0	287.148916	C14H22O6 H+ 
15	0	26	1	0	5	0	0	287.185301	C15H26O5 H+ 
19	0	26	1	0	2	0	0	287.200556	C19H26O2 H+ 
16	0	30	1	0	4	0	0	287.221686	C16H30O4 H+ 
13	0	34	1	0	6	0	0	287.242816	C13H34O6 H+ 
21	0	34	1	0	0	0	0	287.273326	C21H34 H+ 
18	0	38	1	0	2	0	0	287.294456	C18H38O2 H+ 
0	0	0	0	0	0	0	0	287.9723511	 
20	0	17	1	1	1	0	0	288.13829	C20H17NO H+ 
14	0	25	1	1	5	0	0	288.18055	C14H25NO5 H+ 
19	0	29	1	1	1	0	0	288.23219	C19H29NO H+ 
16	0	33	1	1	3	0	0	288.25332	C16H33NO3 H+ 
17	0	37	1	1	2	0	0	288.289705	C17H37NO2 H+ 
0	0	0	0	0	0	0	0	288.9664307	 
15	0	12	1	0	6	0	0	289.070666	C15H12O6 H+ 
16	0	16	1	0	5	0	0	289.107051	C16H16O5 H+ 
17	0	20	1	0	4	0	0	289.143436	C17H20O4 H+ 
14	0	24	1	0	6	0	0	289.164566	C14H24O6 H+ 
18	0	24	1	0	3	0	0	289.179821	C18H24O3 H+ 
15	0	28	1	0	5	0	0	289.200951	C15H28O5 H+ 
12	0	32	1	0	7	0	0	289.222081	C12H32O7 H+ 
20	0	32	1	0	1	0	0	289.252591	C20H32O H+ 
17	0	36	1	0	3	0	0	289.273721	C17H36O3 H+ 
21	0	36	1	0	0	0	0	289.288976	C21H36 H+ 
18	0	40	1	0	2	0	0	289.310106	C18H40O2 H+ 
0	0	0	0	0	0	0	0	289.9714932	 
12	0	19	1	1	7	0	0	290.12343	C12H19NO7 H+ 
17	0	23	1	1	3	0	0	290.17507	C17H23NO3 H+ 
14	0	27	1	1	5	0	0	290.1962	C14H27NO5 H+ 
11	0	31	1	1	7	0	0	290.21733	C11H31NO7 H+ 
19	0	31	1	1	1	0	0	290.24784	C19H31NO H+ 
20	0	35	1	1	0	0	0	290.284225	C20H35N H+ 
0	0	0	0	0	0	0	0	290.9646659	 
18	0	26	1	0	3	0	0	291.195471	C18H26O3 H+ 
22	0	26	1	0	0	0	0	291.210726	C22H26 H+ 
19	0	30	1	0	2	0	0	291.231856	C19H30O2 H+ 
20	0	34	1	0	1	0	0	291.268241	C20H34O H+ 
21	0	38	1	0	0	0	0	291.304626	C21H38 H+ 
8	0	21	1	1	10	0	0	292.123825	C8H21NO10 H+ 
20	0	21	1	1	1	0	0	292.16959	C20H21NO H+ 
21	0	25	1	1	0	0	0	292.205975	C21H25N H+ 
19	0	33	1	1	1	0	0	292.26349	C19H33NO H+ 
20	0	37	1	1	0	0	0	292.299875	C20H37N H+ 
0	0	0	0	0	0	0	0	293.1091309	 
20	0	20	1	0	2	0	0	293.153606	C20H20O2 H+ 
17	0	24	1	0	4	0	0	293.174736	C17H24O4 H+ 
21	0	24	1	0	1	0	0	293.189991	C21H24O H+ 
18	0	28	1	0	3	0	0	293.211121	C18H28O3 H+ 
22	0	28	1	0	0	0	0	293.226376	C22H28 H+ 
19	0	32	1	0	2	0	0	293.247506	C19H32O2 H+ 
20	0	36	1	0	1	0	0	293.283891	C20H36O H+ 
21	0	40	1	0	0	0	0	293.320276	C21H40 H+ 
14	0	15	1	1	6	0	0	294.097215	C14H15NO6 H+ 
11	0	19	1	1	8	0	0	294.118345	C11H19NO8 H+ 
20	0	23	1	1	1	0	0	294.18524	C20H23NO H+ 
17	0	27	1	1	3	0	0	294.20637	C17H27NO3 H+ 
14	0	31	1	1	5	0	0	294.2275	C14H31NO5 H+ 
18	0	31	1	1	2	0	0	294.242755	C18H31NO2 H+ 
19	0	35	1	1	1	0	0	294.27914	C19H35NO H+ 
20	0	39	1	1	0	0	0	294.315525	C20H39N H+ 
14	0	14	1	0	7	0	0	295.081231	C14H14O7 H+ 
15	0	18	1	0	6	0	0	295.117616	C15H18O6 H+ 
16	0	22	1	0	5	0	0	295.154001	C16H22O5 H+ 
17	0	26	1	0	4	0	0	295.190386	C17H26O4 H+ 
14	0	30	1	0	6	0	0	295.211516	C14H30O6 H+ 
22	0	30	1	0	0	0	0	295.242026	C22H30 H+ 
19	0	34	1	0	2	0	0	295.263156	C19H34O2 H+ 
20	0	38	1	0	1	0	0	295.299541	C20H38O H+ 
21	0	42	1	0	0	0	0	295.335926	C21H42 H+ 
17	0	13	1	1	4	0	0	296.091735	C17H13NO4 H+ 
15	0	21	1	1	5	0	0	296.14925	C15H21NO5 H+ 
16	0	25	1	1	4	0	0	296.185635	C16H25NO4 H+ 
21	0	29	1	1	0	0	0	296.237275	C21H29N H+ 
18	0	33	1	1	2	0	0	296.258405	C18H33NO2 H+ 
10	0	16	1	0	10	0	0	297.081626	C10H16O10 H+ 
16	0	24	1	0	5	0	0	297.169651	C16H24O5 H+ 
14	0	32	1	0	6	0	0	297.227166	C14H32O6 H+ 
15	0	36	1	0	5	0	0	297.263551	C15H36O5 H+ 
19	0	36	1	0	2	0	0	297.278806	C19H36O2 H+ 
20	0	40	1	0	1	0	0	297.315191	C20H40O H+ 
20	0	11	1	1	2	0	0	298.086255	C20H11NO2 H+ 
16	0	27	1	1	4	0	0	298.201285	C16H27NO4 H+ 
14	0	35	1	1	5	0	0	298.2588	C14H35NO5 H+ 
15	0	39	1	1	4	0	0	298.295185	C15H39NO4 H+ 
13	0	14	1	0	8	0	0	299.076146	C13H14O8 H+ 
21	0	14	1	0	2	0	0	299.106656	C21H14O2 H+ 
22	0	18	1	0	1	0	0	299.143041	C22H18O H+ 
16	0	26	1	0	5	0	0	299.185301	C16H26O5 H+ 
17	0	30	1	0	4	0	0	299.221686	C17H30O4 H+ 
18	0	34	1	0	3	0	0	299.258071	C18H34O3 H+ 
15	0	38	1	0	5	0	0	299.279201	C15H38O5 H+ 
19	0	38	1	0	2	0	0	299.294456	C19H38O2 H+ 
20	0	42	1	0	1	0	0	299.330841	C20H42O H+ 
19	0	9	1	1	3	0	0	300.06552	C19H9NO3 H+ 
15	0	25	1	1	5	0	0	300.18055	C15H25NO5 H+ 
16	0	29	1	1	4	0	0	300.216935	C16H29NO4 H+ 
14	0	37	1	1	5	0	0	300.27445	C14H37NO5 H+ 
18	0	37	1	1	2	0	0	300.289705	C18H37NO2 H+ 
19	0	41	1	1	1	0	0	300.32609	C19H41NO H+ 
19	0	8	1	0	4	0	0	301.049536	C19H8O4 H+ 
16	0	12	1	0	6	0	0	301.070666	C16H12O6 H+ 
13	0	16	1	0	8	0	0	301.091796	C13H16O8 H+ 
17	0	16	1	0	5	0	0	301.107051	C17H16O5 H+ 
14	0	20	1	0	7	0	0	301.128181	C14H20O7 H+ 
22	0	20	1	0	1	0	0	301.158691	C22H20O H+ 
20	0	28	1	0	2	0	0	301.216206	C20H28O2 H+ 
14	0	36	1	0	6	0	0	301.258466	C14H36O6 H+ 
22	0	36	1	0	0	0	0	301.288976	C22H36 H+ 
18	0	7	1	1	4	0	0	302.044785	C18H7NO4 H+ 
17	0	19	1	1	4	0	0	302.138685	C17H19NO4 H+ 
22	0	23	1	1	0	0	0	302.190325	C22H23N H+ 
19	0	27	1	1	2	0	0	302.211455	C19H27NO2 H+ 
20	0	31	1	1	1	0	0	302.24784	C20H31NO H+ 
18	0	39	1	1	2	0	0	302.305355	C18H39NO2 H+ 
11	0	10	1	0	10	0	0	303.034676	C11H10O10 H+ 
19	0	10	1	0	4	0	0	303.065186	C19H10O4 H+ 
13	0	18	1	0	8	0	0	303.107446	C13H18O8 H+ 
15	0	26	1	0	6	0	0	303.180216	C15H26O6 H+ 
16	0	30	1	0	5	0	0	303.216601	C16H30O5 H+ 
13	0	34	1	0	7	0	0	303.237731	C13H34O7 H+ 
21	0	34	1	0	1	0	0	303.268241	C21H34O H+ 
18	0	38	1	0	3	0	0	303.289371	C18H38O3 H+ 
22	0	38	1	0	0	0	0	303.304626	C22H38 H+ 
10	0	9	1	1	10	0	0	304.029925	C10H9NO10 H+ 
12	0	17	1	1	8	0	0	304.102695	C12H17NO8 H+ 
17	0	21	1	1	4	0	0	304.154335	C17H21NO4 H+ 
18	0	25	1	1	3	0	0	304.19072	C18H25NO3 H+ 
19	0	29	1	1	2	0	0	304.227105	C19H29NO2 H+ 
20	0	33	1	1	1	0	0	304.26349	C20H33NO H+ 
21	0	37	1	1	0	0	0	304.299875	C21H37N H+ 
18	0	41	1	1	2	0	0	304.321005	C18H41NO2 H+ 
0	0	0	0	0	0	0	0	304.9837036	 
14	0	8	1	0	8	0	0	305.029196	C14H8O8 H+ 
15	0	12	1	0	7	0	0	305.065581	C15H12O7 H+ 
20	0	16	1	0	3	0	0	305.117221	C20H16O3 H+ 
10	0	24	1	0	10	0	0	305.144226	C10H24O10 H+ 
18	0	24	1	0	4	0	0	305.174736	C18H24O4 H+ 
12	0	32	1	0	8	0	0	305.216996	C12H32O8 H+ 
20	0	32	1	0	2	0	0	305.247506	C20H32O2 H+ 
21	0	36	1	0	1	0	0	305.283891	C21H36O H+ 
22	0	40	1	0	0	0	0	305.320276	C22H40 H+ 
10	0	11	1	1	10	0	0	306.045575	C10H11NO10 H+ 
9	0	23	1	1	10	0	0	306.139475	C9H23NO10 H+ 
21	0	23	1	1	1	0	0	306.18524	C21H23NO H+ 
15	0	31	1	1	5	0	0	306.2275	C15H31NO5 H+ 
19	0	31	1	1	2	0	0	306.242755	C19H31NO2 H+ 
20	0	35	1	1	1	0	0	306.27914	C20H35NO H+ 
21	0	39	1	1	0	0	0	306.315525	C21H39N H+ 
0	0	0	0	0	0	0	0	306.9782527	 
18	0	10	1	0	5	0	0	307.060101	C18H10O5 H+ 
16	0	18	1	0	6	0	0	307.117616	C16H18O6 H+ 
17	0	22	1	0	5	0	0	307.154001	C17H22O5 H+ 
18	0	26	1	0	4	0	0	307.190386	C18H26O4 H+ 
19	0	30	1	0	3	0	0	307.226771	C19H30O3 H+ 
16	0	34	1	0	5	0	0	307.247901	C16H34O5 H+ 
21	0	38	1	0	1	0	0	307.299541	C21H38O H+ 
22	0	42	1	0	0	0	0	307.335926	C22H42 H+ 
18	0	13	1	1	4	0	0	308.091735	C18H13NO4 H+ 
12	0	21	1	1	8	0	0	308.133995	C12H21NO8 H+ 
17	0	25	1	1	4	0	0	308.185635	C17H25NO4 H+ 
15	0	33	1	1	5	0	0	308.24315	C15H33NO5 H+ 
16	0	37	1	1	4	0	0	308.279535	C16H37NO4 H+ 
21	0	41	1	1	0	0	0	308.331175	C21H41N H+ 
22	0	12	1	0	2	0	0	309.091006	C22H12O2 H+ 
16	0	20	1	0	6	0	0	309.133266	C16H20O6 H+ 
17	0	24	1	0	5	0	0	309.169651	C17H24O5 H+ 
18	0	28	1	0	4	0	0	309.206036	C18H28O4 H+ 
19	0	32	1	0	3	0	0	309.242421	C19H32O3 H+ 
16	0	36	1	0	5	0	0	309.263551	C16H36O5 H+ 
21	0	40	1	0	1	0	0	309.315191	C21H40O H+ 
22	0	44	1	0	0	0	0	309.351576	C22H44 H+ 
15	0	19	1	1	6	0	0	310.128515	C15H19NO6 H+ 
16	0	23	1	1	5	0	0	310.1649	C16H23NO5 H+ 
15	0	35	1	1	5	0	0	310.2588	C15H35NO5 H+ 
16	0	39	1	1	4	0	0	310.295185	C16H39NO4 H+ 
21	0	43	1	1	0	0	0	310.346825	C21H43N H+ 
14	0	14	1	0	8	0	0	311.076146	C14H14O8 H+ 
15	0	18	1	0	7	0	0	311.112531	C15H18O7 H+ 
16	0	22	1	0	6	0	0	311.148916	C16H22O6 H+ 
17	0	26	1	0	5	0	0	311.185301	C17H26O5 H+ 
18	0	30	1	0	4	0	0	311.221686	C18H30O4 H+ 
16	0	38	1	0	5	0	0	311.279201	C16H38O5 H+ 
21	0	42	1	0	1	0	0	311.330841	C21H42O H+ 
10	0	17	1	1	10	0	0	312.092525	C10H17NO10 H+ 
11	0	21	1	1	9	0	0	312.12891	C11H21NO9 H+ 
16	0	25	1	1	5	0	0	312.18055	C16H25NO5 H+ 
18	0	33	1	1	3	0	0	312.25332	C18H33NO3 H+ 
15	0	37	1	1	5	0	0	312.27445	C15H37NO5 H+ 
19	0	37	1	1	2	0	0	312.289705	C19H37NO2 H+ 
20	0	41	1	1	1	0	0	312.32609	C20H41NO H+ 
14	0	16	1	0	8	0	0	313.091796	C14H16O8 H+ 
11	0	20	1	0	10	0	0	313.112926	C11H20O10 H+ 
19	0	20	1	0	4	0	0	313.143436	C19H20O4 H+ 
13	0	28	1	0	8	0	0	313.185696	C13H28O8 H+ 
14	0	32	1	0	7	0	0	313.222081	C14H32O7 H+ 
19	0	36	1	0	3	0	0	313.273721	C19H36O3 H+ 
16	0	40	1	0	5	0	0	313.294851	C16H40O5 H+ 
20	0	40	1	0	2	0	0	313.310106	C20H40O2 H+ 
10	0	19	1	1	10	0	0	314.108175	C10H19NO10 H+ 
14	0	19	1	1	7	0	0	314.12343	C14H19NO7 H+ 
16	0	27	1	1	5	0	0	314.1962	C16H27NO5 H+ 
17	0	31	1	1	4	0	0	314.232585	C17H31NO4 H+ 
15	0	39	1	1	5	0	0	314.2901	C15H39NO5 H+ 
19	0	39	1	1	2	0	0	314.305355	C19H39NO2 H+ 
20	0	43	1	1	1	0	0	314.34174	C20H43NO H+ 
17	0	14	1	0	6	0	0	315.086316	C17H14O6 H+ 
21	0	14	1	0	3	0	0	315.101571	C21H14O3 H+ 
13	0	30	1	0	8	0	0	315.201346	C13H30O8 H+ 
21	0	30	1	0	2	0	0	315.231856	C21H30O2 H+ 
0	0	0	0	0	0	0	0	315.3053284	 
9	0	17	1	1	11	0	0	316.08744	C9H17NO11 H+ 
20	0	13	1	1	3	0	0	316.09682	C20H13NO3 H+ 
15	0	25	1	1	6	0	0	316.175465	C15H25NO6 H+ 
16	0	29	1	1	5	0	0	316.21185	C16H29NO5 H+ 
21	0	33	1	1	1	0	0	316.26349	C21H33NO H+ 
15	0	41	1	1	5	0	0	316.30575	C15H41NO5 H+ 
19	0	41	1	1	2	0	0	316.321005	C19H41NO2 H+ 
13	0	16	1	0	9	0	0	317.086711	C13H16O9 H+ 
21	0	16	1	0	3	0	0	317.117221	C21H16O3 H+ 
16	0	28	1	0	6	0	0	317.195866	C16H28O6 H+ 
20	0	28	1	0	3	0	0	317.211121	C20H28O3 H+ 
17	0	32	1	0	5	0	0	317.232251	C17H32O5 H+ 
14	0	36	1	0	7	0	0	317.253381	C14H36O7 H+ 
22	0	36	1	0	1	0	0	317.283891	C22H36O H+ 
0	0	0	0	0	0	0	0	317.3197937	 
20	0	44	1	0	2	0	0	317.341406	C20H44O2 H+ 
12	0	15	1	1	9	0	0	318.08196	C12H15NO9 H+ 
10	0	23	1	1	10	0	0	318.139475	C10H23NO10 H+ 
15	0	27	1	1	6	0	0	318.191115	C15H27NO6 H+ 
16	0	31	1	1	5	0	0	318.2275	C16H31NO5 H+ 
17	0	35	1	1	4	0	0	318.263885	C17H35NO4 H+ 
15	0	43	1	1	5	0	0	318.3214	C15H43NO5 H+ 
16	0	14	1	0	7	0	0	319.081231	C16H14O7 H+ 
21	0	18	1	0	3	0	0	319.132871	C21H18O3 H+ 
19	0	26	1	0	4	0	0	319.190386	C19H26O4 H+ 
20	0	30	1	0	3	0	0	319.226771	C20H30O3 H+ 
17	0	34	1	0	5	0	0	319.247901	C17H34O5 H+ 
18	0	38	1	0	4	0	0	319.284286	C18H38O4 H+ 
22	0	38	1	0	1	0	0	319.299541	C22H38O H+ 
0	0	0	0	0	0	0	0	319.3384399	 
15	0	13	1	1	7	0	0	320.07648	C15H13NO7 H+ 
16	0	17	1	1	6	0	0	320.112865	C16H17NO6 H+ 
14	0	25	1	1	7	0	0	320.17038	C14H25NO7 H+ 
15	0	29	1	1	6	0	0	320.206765	C15H29NO6 H+ 
12	0	33	1	1	8	0	0	320.227895	C12H33NO8 H+ 
20	0	33	1	1	2	0	0	320.258405	C20H33NO2 H+ 
22	0	41	1	1	0	0	0	320.331175	C22H41N H+ 
0	0	0	0	0	0	0	0	320.344635	 
14	0	8	1	0	9	0	0	321.024111	C14H8O9 H+ 
19	0	12	1	0	5	0	0	321.075751	C19H12O5 H+ 
17	0	20	1	0	6	0	0	321.133266	C17H20O6 H+ 
18	0	24	1	0	5	0	0	321.169651	C18H24O5 H+ 
12	0	32	1	0	9	0	0	321.211911	C12H32O9 H+ 
0	0	0	0	0	0	0	0	321.2564392	 
17	0	36	1	0	5	0	0	321.263551	C17H36O5 H+ 
22	0	40	1	0	1	0	0	321.315191	C22H40O H+ 
0	0	0	0	0	0	0	0	321.3493042	 
9	0	7	1	1	12	0	0	322.004105	C9H7NO12 H+ 
17	0	7	1	1	6	0	0	322.034615	C17H7NO6 H+ 
11	0	15	1	1	10	0	0	322.076875	C11H15NO10 H+ 
9	0	23	1	1	11	0	0	322.13439	C9H23NO11 H+ 
21	0	23	1	1	2	0	0	322.180155	C21H23NO2 H+ 
22	0	27	1	1	1	0	0	322.21654	C22H27NO H+ 
16	0	35	1	1	5	0	0	322.2588	C16H35NO5 H+ 
20	0	35	1	1	2	0	0	322.274055	C20H35NO2 H+ 
22	0	43	1	1	0	0	0	322.346825	C22H43N H+ 
0	0	0	0	0	0	0	0	322.3588867	 
22	0	10	1	0	3	0	0	323.070271	C22H10O3 H+ 
16	0	18	1	0	7	0	0	323.112531	C16H18O7 H+ 
21	0	22	1	0	3	0	0	323.164171	C21H22O3 H+ 
11	0	30	1	0	10	0	0	323.191176	C11H30O10 H+ 
19	0	30	1	0	4	0	0	323.221686	C19H30O4 H+ 
0	0	0	0	0	0	0	0	323.2695312	 
17	0	38	1	0	5	0	0	323.279201	C17H38O5 H+ 
22	0	42	1	0	1	0	0	323.330841	C22H42O H+ 
0	0	0	0	0	0	0	0	323.3666992	 
